,Index,headline,article,date,publisher,sentiment,subjectivity,emotion,neg,neu,pos,compound,Sentiment,Subjectivity
13,14,accountability,texas tribune donor member may quoted mentioned may subject complete list click,"Sept. 9, 2010",Texas Tribune,0,0,joy,0.0,1.0,0.0,0.0,-0.033333333333333326,0.3666666666666667
14,15,texas recruited ut professor revive journalism backtracked,sign texas university announced last month hired director revive journalism included kind fanfare usually reserved college coach university set silver white balloon around table outside academic building official signing kathleen respected journalist long officially accepted position run new program teach tenured pending approval texas university system board texas director university texas school journalism tenured spent year various editing role new york time heading pursue studied news medium focus improve diversity inclusion within spent career covering area like sport thesis focused obituary civil right excited head back alma mater build brand new program last several mcelroy told texas deal texas fell day signing employee told increasingly vocal network constituent within system expressing issue experience time work race diversity mcelroy spent week altering term hearing mcelroy agreed contract position without would avoided review received third time contract emphasizing appointment could terminated rejected offer shared offer letter situation come fraught time texas public school preparing texan locally elected public school trustee top state official labeled several book school thought center perspective people color ideology make white child feel guilty history last supreme court said told appointment caught texas university leader try figure type work involving race feel damaged entire said black woman native third whose texas university spokesperson immediately respond list emailed question mcelroy got call interim dean college art josé luis warning people could force leadership fire could protect call came one day texas university system board regent met discussed personnel matter executive bermúdez told hiring people hired people could make fire president one stop advised stay tenured role received latest iteration offer different one publicly signed texas offering contract professor without appointment director journalism though noted could fired offer letter sunday really make clear want form fashion would give tenured position ut contract emphasizes let go public celebration new rescinded resignation ut stay according email sent journalism department tuesday morning obtained bermúdez said texas policy allow comment personnel confirm mcelroy offer hand notified plan changed hope certainly regret misunderstanding may taken said bank announced university would bring back journalism program exciting moment many faculty dropped journalism program though continued offer minor liberal art texas university system board oversees approved new major still waiting final approval texas higher education coordinating said university started woo last first consultant relaunched program possibly run original offer letter signed june mcelroy hired tenured professor department communication journalism journalism without end date texas university system board whose member appointed would approve tenure responsibility little specifically diversity hired help build curriculum specifically address delivering news underserved audience across well growing hiring faculty helping expand internship program future student kind work mcelroy known journalism expert always constantly trying improve opportunity journalism student enter career continue building great said judy director school journalism mass communication texas state always think think suggested announce hiring signing mcelroy said want willing go along wanted celebrate want part signing ceremony got huge positive response social according email sent mcelroy social medium one positively received story shared time wrote jacob alan social medium coordinator texas email hundred post congratulating texas art saw two negative post pretty level positivity within conservative website texas scorecard website reporting arm empower tea group formed million oil money hold considerable influence texas empower texan affiliated group blur line lobbying firm political action aimed upend texas politics pricey primary challenge replace moderate republican texas defended mcelroy texas calling veteran journalist proven worked newsroom led journalism program two tier research university told texas track record building successful curriculum coupled deep understanding medium landscape position uniquely lead new mcelroy said conversation interim art science june struck different written note mcelroy took call provided bermúdez said wanted eye texas different term politics mcelroy said told big target said concern mcelroy going tenure requires approval board said bermúdez told might wise consider way wheel might come mcelroy said alluded happened journalist nikole university north board trustee mcelroy bermúdez convinced go agreed professor practice day another conversation bermúdez suggested mcelroy give presentation board regent august meeting vision told though give june mcelroy met bermúdez susan chief external affair officer senior vice president academic strategic walk presentation board regent told see presentation opportunity tell regent fit within aggie core said left conversation feeling gonna wow looking forward hoping even get money remembered got call bermúdez friday afternoon quickly erased good feeling told people outside university could force school find new director one could stop new offer came contract teach appointment mcelroy said surprised said reality set remarked disappointed much changed culture texas since student said university insisted feel kathleen texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete u conversation matter newly announced speaker,11-Jul-23,Texas Tribune,0,0,sadness,0.046,0.769,0.185,0.9987,0.10234848484848484,0.3831017316017315
15,16,texas faculty leaders say president kathy banks leaving major decisions,sign leader texas university college station calling president kathy bank better collaborate transparent professor change week start new academic faculty senate matter said kathryn senator history professor texas largely signaled escalation tension among faculty member frustrated leadership faculty expressed openness taking additional measure relationship university argues included faculty many change made throughout first dean texas engineering school resolution argues bank seek enough faculty input approving created distrust among faculty lasting change major university come via presidential rather developing collective new idea constituent resolution also call bank recommit academic principle shared governance longstanding academic principle held university across country internal operation run collaboration governing administration principle adopted multiple national organization guide university across including association american university american association university resolution approved faculty senator present zoom meeting voted according dale faculty senate faculty expressed concern various change discussed throughout spring resolution signal could become collectively outspoken group opposition leadership moving least one faculty senator said meeting status quo could lead vote want president bank thing keep going way thing could go said adam finance professor see resolution way try avoid recommendation bank started put place include combining college liberal college science college geosciences one college art also launching new school visualization fine art house performance dance visualization program one among go effect university pushed back notion faculty involved change disappointing resolution recognize extensive faculty input listened every major issue change occurred last said vice president faculty multiple opportunity faculty opinion influence simply single example given spirit letter policy president faculty said difference alerting faculty upcoming change shared invite faculty process early happened many also either need take account faculty concern give full explanation decision made take concern argue day long followed rule mean meaningful shared governance change include restructuring library longer house tenured tenured librarian able keep tenure switched another academic department within new hire eligible tenure moving according university spokesperson kelly also approved restructuring qatar branch texas middle east offer engineering undergraduate graduate july memo sent qatar faculty work area beyond engineering longer able conduct faculty teach area grant degree shift rolling contract contract five faculty teach granting area annual critic argue create job argued changing faculty contract process make difficult recruit quality many leave reorganization bank made change past year received pushback faculty bank announced student vice president student issued apology way change school ultimately added battalion representative working group discussing idea implement another one reviving journalism school texas administrator also faced criticism pulling funding support annual drag show campus called student texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list full program live,"Aug. 10, 2022",Texas Tribune,0,0,surprise,0.076,0.82,0.103,0.7964,0.06282043120278413,0.3226020711314829
16,17,texas students protest president ends print publication battalion newspaper,sign day texas university administrator notified employee student cease printing weekly edition president katherine bank said allow paper print end also available continue modified plan print publication came amid public outcry battalion reported would ending weekly paper edition per statement issued late bank modified allowing newspaper continue weekly print schedule bank elaborated saying eliminating print version would line digitally focused journalism plan changed want battalion others interested journalism profession forefront bank said statement issued friday said excited staff end change plan address future still going look merit administration able stop u printing little time want implement news university ending print edition broke late thursday met campanella bank told want student newspaper move entirely digital format placed within texas new journalism yet university immediately make bank available detail provided feel really campanella look forward paper every texas dismantled journalism since student interested journalism texas could pursue minor independent late last discussion began bringing back lack puzzling least one student medium student adviser battalion gotten together want print edition said would better run think everyone would fine said chris president college medium association director student publication tarrant county making people upset taken choice made university president texas graduate former battalion said kind overreach chilling university president dictate kind see send message better mess whitley majority annual profit come print campanella pils said battalion simultaneously published online since huge following campanella get content still publish online day publish every story print go like audience ever missing met bank said told shifting publication online mean university trying control content decision made specific article sound confusing little campanella make seems like wider issue telling asked made decision kept saying bank took helm last commissioned consulting company review organizational structure make report included major including merging college liberal art college science college also suggested moving political science student international study student bush school government public also suggested texas create new journalism working group established determine journalism department might look like met first time least one person attendance said discussion said angelique journalism instructor one seemed know going problem knew said reassured bank allow paper continue printing end said question remain independence texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role,"Feb. 11, 2022",Texas Tribune,0,0,anger,0.056,0.799,0.145,0.9836,0.06175820707070707,0.3452414772727273
17,18,texas university texas systems expect reopen says play football,story updated additional visible public university texas moving toward reopening campus fall two say plan play football texas university system chancellor john sharp told university president system reopen campus next school year ready play university system official confirmed texas texas tech university also announced plan resume class university president lawrence schovanec told tribune tech planning play though unlikely either school able bring back sport like football university texas system chancellor james milliken told tribune live event thursday pretty clear open entirely like last like counterpart milliken make declaration maybe thing pay texas university closed class due threat new university texas university already announced resume class texas state university system said friday interview texas tribune thursday abbott said talking university system multiple spoke wednesday speak detail come abbott conducted broadly higher education coordinating abbott know important begin start reaching level decide go back begin planning said decision reopening school guided health data like everything say medical information remains improves today taking appropriate step begin process toward abbott condition take turn abbott school prepared deal fact plan abbott shutdown cost school million lost least million spokesperson told tribune two week federal stimulus program gave million split covering loss financial aid tech received million federal student lubbock campus return class list precaution including social distancing schovanec said letter campus need recognize campus life different return schovanec developing several way reduce density group student large popular campus plan extend special including fall instruction involve blend online class also take extra precaution protect vulnerable among schovanec said working staff well leader medical school texas tech system come said group considering nontraditional class schedule like within larger one staggering class advantage approach student faculty would flexibility deciding campus feel schovanec also said testing retracing step anyone exposed coronavirus integral safe schovanec said early know scope testing policy garnered considerable attention response coronavirus pandemic since close quarter dorm student apartment could potentially accelerate spread moving online learning also present especially student stable housing internet outside present even complex game fall texas attract upwards ticket sale television contract major revenue driver football season brings million including donation ticket jeff chief financial officer said school operating assumption game attendance though early ticket sale remained fairly steady social distancing stadium could athletics director ross bjork thing could change football abbott anthony leading white public health response coronavirus said week major sport might able return action football schedule set bifurcated team play set conference schedule eight nine nonconference game arranged usually two school enter contract individually want according said defer system board ncaa southeastern conference final spokesman herb vincent current focus preparing play football season also acknowledged party would sign playing also said sport important beyond entertainment able play part football schedule crucial athletic schovanec focused trying make sure come sort arrangement schovanec said fall season could come range nontraditional change like fewer game earlier said packed stadium least likely expect think premature make statement schovanec worried second think actually happens stadium depend guideline state local svitek contributed texas texas tech university texas system baylor university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,30-Apr-20,Texas Tribune,0,0,joy,0.029,0.814,0.157,0.9962,0.042138015493278655,0.3873039606592237
18,19,texas system employees asked teach office pet birds say go,college station last employee texas university system office space alerted three parakeet placed greeted first word would like teach employee chancellor john sharp wrote october help learn addressing way see least day bird prompted different reaction said email winged guest took around like understand chasing bird landed computer last lona chased baby wanda waved hand like crazy person bird would fly towards employee wrote october hear bird arriving trying hold together really spending time funny good environment employee wrote separate someone could recommend buy cage put bird need person asked colleague may upon big freedom quickly sent away veterinary never learn say,"Oct. 14, 2019",Texas Tribune,0,0,sadness,0.02,0.748,0.232,0.9746,0.11602564102564103,0.49358974358974356
19,20,interim texas university president sets new tone reforms planned predecessor,sign interim president mark welsh iii told faculty staff college station wednesday university largely stay course many unpopular organizational change initiated said administration closely monitor change continue gather feedback faculty staff make sure new policy work intended ass need tweaked abandoned something chaotic changing welsh said decision reverse course many change already held meeting faculty staff wednesday morning staff conducted review former president katherine major organizational known path initiated included change like reorganizing administrative merging certain centralizing service adding new academic staff largely criticized change poorly conceived hastily causing confusion among student negatively affecting welsh named interim president late immediately charged team analyze impact team included joe vice president assessment matt associate vice president deborah associate vice president budget tim vice provost student set listening tour across included session faculty team compiled finding recommendation report published week change largely panned faculty staff disaster created unnecessary confusion extremely disruptive student speed scope change structure well lack communication placed employee difficult situation limited creating numerous occasion process slowed point contact report summary respondent raised concern reorganization made harder access teaching space staff office faculty member relocated across campus different department lost space used gather including university especially affected librarian chose leave university rather following new rule eliminated report walked faculty staff recommendation made final decision based recommendation rationale behind said asked broader feedback told crowd office received comment used make final decision included moving forward creation school visual performing art journalism question failed hiring journalism professor kathleen also shifted administrative responsibility back department head told faculty university would conduct space allocation survey university would reinstate bachelor science degree back veterinary medicine rather place college art said major concern notable change welsh announced reelevate provost position clear provost number two texas reinstate office restructured office created new vice president faculty move separated texas vast majority provost typically considered chief academic many faculty felt lost advocacy said vice president faculty affair would considered vice provost faculty affair would report also said university would conduct capacity study determine best respond plan continued past flagship university grew many stressor decision stay course many initially unpopular change met mostly positive largely way included faculty discussion transparent communication outlined provided rationale decision even disagreed could understand decision faculty senate president tracy hammond said statement disagreed least one comfortable decision one welsh said would rather hear faculty move forward rather external consulting comment met cheer largely criticized faculty staff involving process failing communicate certain change resigned july amid internal turmoil texas tribune reported long summer bank path forward faced resistance faculty student consistently raised concern direction taking university way administration communicating served dean texas engineering school texas university system chancellor john sharp tapped hired mgt consulting review texas organizational structure provide recommendation later announced recommendation began enact last included combining texas college liberal college science college geosciences create college art university also launched new school visualization fine art house performance dance visualization program one change faced including restructuring said wednesday despite anger change university vast majority librarian said wanted stay course current system pretty traumatized want new announced would continue implementing overhaul university would add million library operating including million previously removed library add salary also approved restructuring texas qatar including change faculty conduct faculty contract term reorganizing school leadership one critic argued change make harder recruit retain talented faculty middle east told faculty wednesday still working report recommendation related external also publish recommendation ask feedback making final conversation welsh told faculty difference looking rearview time start looking continue conversation make part normal way university long argued bank seek enough faculty input approving start academic faculty senate month faculty group campus said researcher flagship university based survey result poll group group organized poll december chemist texas karen wrote letter bank warning many change made since starting president substantial disruption threatening integrity prestigious precious said presentation wednesday marked difference prior administration interacted professor faculty starting feel stop acting like walking eggshell take deep seems finally moving forward together one texas university texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,"Oct. 4, 2023",Texas Tribune,0,0,joy,0.104,0.797,0.099,-0.7259,0.06328493603774503,0.42479611524555333
20,21,race factor black failed texas department head says,sign texas university department head involved failed effort recruit black journalism professor said friday katherine bank interfered hiring process race factor university decision water job unusual level scrutiny given hiring mcelroy acknowledged one administrator least said hart head department communication source understand illegal le public subject job candidate stricter scrutiny due race texas graduate former director university texas school turned offer reboot journalism program earlier month originally offer reduced position conservative backlash arose response lessened position could fired mcelroy ultimately walked away saying final offer clear want collapse hire sparked outrage concern academic freedom blanton said bank resigned position earlier friday response fallout misled member faculty senate meeting wednesday telling decision change job offer made solely within department without bank president bank injected process atypically early blanton also said see signature used revised version job offer without said shared material related incident legal staff night resignation made letter go bank became involved process acknowledged race factor vice chancellor marketing communication said friday system early stage investigation hiring include interview bank others review relevant document added system leader heard understood concern aggie community stemming attempt hire kathleen determined get bottom happened learn mistake better applauded cannot leader misleading policymakers conduct fallout garnered national extended beyond luis interim dean college art texas legislative black caucus texas naacp joined call independent academic school year even begun seen reputation one flagship public higher education system crumble radical legislative black caucus chair free speech advocate pointed fact vocal conservative group raising issue previous employment new york time support diversity newsroom hiring rudder tout group aggies defending core value said complained university administration website texas whose publisher hardline conservative activist michael quinn wrote article calling said told everyone pleased joining studied news medium focus improve diversity inclusion within spent career covering area like sport thesis focused obituary civil right botched hiring come university facing scrutiny resistance equity inclusion conservative recently labeled program school thought center perspective people color ideology make white student feel guilty history u conversation matter newly announced speaker,21-Jul-23,Texas Tribune,0,0,sadness,0.086,0.805,0.109,0.7024,0.010627705627705635,0.41903679653679654
21,22,research leaders texas university raise president kathy leadership,sign month texas university professor letter sent bank last council principal elected group faculty researcher help oversee research activity said response faculty researcher within system allowed oversee research grant revealed poll found principal investigator trust current many feel administrator cultivating environment fear intimidation survey research faculty lamented university made many interim appointment leadership rather conducting national search fill open led handling also felt administration effort faculty involved planning decision encourage consider prior feedback opportunity adjust leadership style build atmosphere mutual letter council decided organize poll december chemist texas karen wrote letter bank warning many change made since starting president substantial disruption threatening integrity prestigious precious last faculty senate passed declined interview request texas said addressed many concern dedicated enhancing interaction faculty staff enacted several initiative outlined memo allow greater frequent communication opportunity faculty staff provide stated committed shared governance continue place strong focus regularly assessing engagement greater campus served dean texas engineering school texas university system chancellor john sharp tapped include combining college liberal college science college geosciences one college art university also launched new school visualization fine art house performance dance visualization program one faculty especially critical restructuring resulted librarian losing tenure also approved restructuring branch texas qatar offer engineering undergraduate graduate sept faculty work area beyond engineering longer allowed conduct faculty teach area grant degree shifted rolling contract contract five faculty teach area annual critic argue create job bank consolidated school leadership one argue change make harder recruit retain talented faculty middle east sent bank spread like wildfire across campus following council organized giving faculty indicate supported letter provide additional letter council leadership said faculty member supported additional respondent submitted detailed comment online additional respondent represent estimated principal investigator statement texas spokesperson kelly brown said survey single question based explanation given unknown respondent voted multiple even clear data brown council leader shared result bank meeting march bank attentive theme conveyed principal investigator executive member present aptly countered fact criticism provision actionable recommendation address shortcoming could much greater timeline event included letter council leader acknowledged bank administration taken step since december improve communication hold monthly meeting executive also included additional recommendation increase engagement oversee research faculty recommendation improve trust transparency bank research faculty include enhanced communication clearer avenue people provide group also suggested bank appoint people office faculty affair serve faculty advocate oversee potential group recommended bank conduct external search administrative would allow internal candidate apply along outside texas university texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete wait welcome,24-Apr-23,Texas Tribune,0,0,fear,0.063,0.73,0.207,0.9962,0.18116128057988526,0.38943614525009873
22,23,west texas university receives million gift new institute promote panhandle,sign texas university received million gift largest gift individual donor history create new institute promote american donation gift amarillo businessman alex fairly graduated west texas new university center called hill named second joseph mission hill institute encourage reflection upon importance ten west american value study promulgate value among student within diverse discipline university extended flier new institute goal work scholar impact every profession area study represented texas campus firmly held highly esteemed value newly created website challenge contemporary higher education retreat discipline silo little common ground produce engaged institute illuminate founding value nation embodied region mean cementing intellectual process make world better place texas board regent approved creation institute february university searching donor fund center west texas president walter wendler said worked fairly crafting mission three said see university new institute pad future higher education need continually especially force work affect every aspect university life student come study faculty staff come work take care wendler said wednesday event announce new enterprise higher education drawn universalist one say institution look many force work drive u direction served president since known outspoken christian often publishing article faith personal website message university emerged controversy also received early support federal judge overseeing lawsuit campus lgbtq student group filed wendler alleging violated free speech right banning drag america america used patrick said pastoral region whose rural county smaller outpost long republican american value hill institute seek embed student faculty member better understand value impact daily create better prepare u engaged citizenship shape wendler want mission hill institute impact far beyond also share idea insight regular publication speaking according press release announcing official said institute funded private state donor funding hill told crowd wednesday wendler approached serve committee comprehensive fundraising one west skeptical value aligned higher education wrestled decision give higher education longer sure trusted direction saw higher education fairly texas america need today leadership intelligence education must take account permanent said wife convinced make donation believe leading higher education right principle joseph often spoke publicly value texas ethic fairly sporadically donated local state republican lawmaker past fairly fairly wife donated defend texas liberty political action committee led former jonathan pac vocal supporter paxton impeached texas house spring throughout impeachment trial pac donated million presided event patrick told texas university system chancellor john sharp would work get similar institute campus end make national policy program need leader told need turn face back stand first time patrick supported institute public university financial backing conservative later texas texas university university texas austin west texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,"Oct. 4, 2023",Texas Tribune,0,0,joy,0.019,0.754,0.227,0.9982,0.11932329244829244,0.36661361015527677
23,24,texas vet school tells texas state big enough two us,canyon veterinarian gregg veneklasen love call part love natural beauty palo duro canyon minute love peaceful vista stretching across heartland love temperate friendly people animal work horse clinic near young people want move rural area like canyon practice veterinary veneklasen blame young hell would want live veneklasen referring another texas panhandle raise area around state facing shortage veterinarian fewer young graduate want practice away urban place like texas panhandle agricultural focal point country enough vet pose serious consequence livestock food texas livestock include million nearly million sheep million vet working livestock rural texas tech university hope remedy problem opening veterinary school amarillo middle would second veterinary school texas operates veterinary school college already sends veterinary student study minute away tech hope build new le completely eleanor dean texas college veterinary said proposed vet nothing talking already announced desire build vet school expecting open idea tech vet school go back plan got sputtering university shelved proposal prioritize medical school tech announced whose program ranked among best protested newest saying plan would inefficient use state tech said program would complement fill need one institution driving tenet new vet school education said guy veterinarian tech professor developed much curriculum new based teaching model developed university program would send student learning participating clinic across rural loneragan would give student exposure rural practice opposed keeping student teaching hospital campus far community facing vet school plan expand freshman class size next would largest veterinary class size united state according report commissioned report said expanding class size would risk quality qualified vet school applicant admitted program class size report pushing applicant seek education close percent texas vet license granted percentage steadily declined number vet license state increased blessed one best vet many good loneragan growth texas exceeded capacity one institution developing complementary program together fully meet need texas one institution dean vet rejected idea need rural vet filled single west texas located le mile house rotation research opportunity vet student rural also place student residency rural area offering benefit teaching hospital recruit student rural community mentor undergraduate find student likely practice rural president walter wendler west texas visited every high school added accepts student know excel dismissing narrative presented report capable meeting demand based admission also built new veterinary school facility college station green said allows school welcome larger class accommodate demand instruction loneragan said could without sacrificing quality potential increase vet class size couple hundred depending vet want move somewhere spouse job prospect amenity making urban area green strategic recruiting people already familiar rural community nurturing student demonstrate real desire serve rural area far effective strategy increasing total number admitted vet report texas higher education coordinating board said building new vet school could saturate market urban vet without fulfilling need rural rural practice much lifestyle choice green going difficult get someone densely populated urban area go live rural area population said new vet school would also recruit vet rural cited said percent texas vet disputed idea school would cause job market veterinary intern small north texas town graduated may vet also tech currently work equine clinic lamesa west focus racehorse treatment surgery treat dog cat well vet school graduate end working metropolitan area treating small animal like household according texas higher education coordinating board powell said drawn serve rural community like one grew kind people helped encouraged along way get powell goal always find way give back texas higher education coordinating board report recommended funding loan forgiveness program tackle rural vet one key barrier young vet move rural area high loan carry vet school low financial return offered rural said canyon loan would cost fraction million state appropriated launch tech project million university raised construct new vet school green obviously much better investment increase support capability veterinary proud green need tiny bit far new vet school could ever right said new vet school would eventually wean state funding become within eight year city new vet school slated also excited prospect new academic reagan marketing director amarillo economic development cited feasibility predicted new vet school would annual economic impact million new money flowing city job market created amarillo economic development funded municipal tax pledged million million go toward construction new vet additional private president amarillo economic development said corporation support university engaged debate opposed vet recognizes need keep vet rural characterized vet school misguided use fund could go like public education veneklasen said make comfortable living renowned among vet work equine cloning enjoys rural said need attract new talent area said many rural colleague confident deliver need vet school ensuing drama detracting football veneklasen texas university texas tech university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,9-Jul-18,Texas Tribune,0,0,anger,0.035,0.77,0.195,0.9991,0.12786349893492754,0.3578559403559402
24,25,texas university system bans diversity statements job applications,sign university system chancellor john sharp directed leader university eight agency stop asking job candidate statement commitment equity inclusion said thursday directed system university agency review employment admission said standardizing hiring practice systemwide limiting faculty staff application cover curriculum statement research teaching philosophy professional university agency system admit hire employee based factor sharp said directive sent university leader state university system chancellor brian mccall shared similar instruction continue ensure policy consistent state federal stand action activity promote discrimination guise equity khator wrote system agency also directed make sure website printed material related employment admission practice reflect texas university order prompted multiple university make change particularly practice asking job candidate submit diversity typically letter job candidate asked share experience working diverse population commitment helping diverse group student critic characterized political litmus university texas system system board chair kevin eltife said last week system strives promote diversity among student dei effort strayed original intent imposing requirement action rightfully raised concern policymakers around effort campus across entire university responded request specific effort referring university college station already directed department longer require diversity statement future job according email obtained texas tech university also lawmaker advocate criticize dei initiative political litmus test require potential current employee student subscribe progressive political view squelch certain type free speech prioritize social justice merit innocuous sounding notion equity inclusion manipulated push policy expressly favor demographic group detriment gardner chief wrote letter university state agency leader last many public private university admitted white men university opened door including people color often result legal challenge judge ruled policy prohibiting certain group enrolling even university started accept student diverse many university acknowledged time created environment serve certain group including people disabled student demographic university created office hired staff intent ensure school serving many school recommitted effort george student demanded school commit fighting systemic racism within higher education offer academic emotional support help texas university already making effort better support student student student institution ponder role preparing future workforce helping student background earn postsecondary credential recent conservative politician advocate targeted equity inclusion criticizing effort help underrepresented group product ideology meant reinforce liberal idea structural racism panel equity inclusion practice conservative texas public policy annual policy summit state pas law backup university university regent kind patchwork quilt different regulation different policy various state university state provides middleton another important thing legislature acting subject making sure legislation also would prohibit office creating policy training reference gender identity sexual texas texas public policy texas tech texas university system university texas system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,2-Mar-23,Texas Tribune,0,0,sadness,0.052,0.761,0.187,0.9949,0.11288638262322473,0.37310637705374544
25,26,texas calls shooting incident identifies victims,story updated additional detail provided woman found dead toddler taken hospital shooting monday texas according university official called shooting isolated later law enforcement announced arrest jacques dshawn smith capital murder connection smith student victim identified university deja matt abbaney child abbaney matt freshman pursuing public health abbaney matt enrolled according smith believed abbaney monday student called university police pride rock residence three story dorm freshman officer found two woman injured boy hospitalized since released lasted two lifted monday canceled mile northeast also mile north texas flagship campus college school undergraduate student graduate texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Feb. 4, 2020",Texas Tribune,0,0,anger,0.142,0.778,0.08,-0.8779,-0.025,0.10185185185185186
26,27,texas university texas austin require everyone wear masks inside campus buildings,university texas austin texas university require faculty staff wear face mask campus building next fall prevent spread campus leader flagship campus college station released mandatory face mask policy following similar policy announced earlier appear first university state implement mandatory face mask policy fall president michael young said face mask would required indoors office residential well outdoors physical distancing unclear enforce monday email ut community announced similar interim president jay hartzell said student faculty may remove face covering campus building alone private office residence hall mask encouraged outdoor area enforcement measure announced university also planning test asymptomatic individual routinely screen people symptom enter building policy currently place summer consistent included planning update navigating fall hartzell said employee furlough university immediately provide detail many people steeling process navigating strategy mitigate spread fall last hartzell announced ut class,8-Jun-20,Texas Tribune,0,0,sadness,0.028,0.903,0.069,0.4019,0.07857142857142858,0.30484693877551017
27,28,law school acquisition differs original plan,texas tribune donor member may quoted mentioned may subject complete list click,"Aug. 13, 2013",Texas Tribune,0,0,surprise,0.0,1.0,0.0,0.0,-0.033333333333333326,0.3666666666666667
28,29,texas renew president michael contract says plan leave,texas university president michael employment contract expires next receive join remaining campus head relying annual appointment letter system policy govern term employment college appointed president currently agreement system guarantee million annual term expected renewed additional five year unless young system official indicated otherwise april april system chancellor john sharp explained contract would renewed stressed way performance employment agreement allows renewal system desire bring employment status line university none employment sharp wrote letter addressed young obtained texas tribune open record look forward continued service sharp previously served president university utah graduate harvard law young university president texas among top dozen according said statement love part university excited trajectory administrator understand appreciate need consistency format appointment letter among president throughout right strong word support help motivate lead build remarkable achievement student former signed march guarantee receive base salary fired system without cause term amount paid would offset outside compensation young receives must make reasonable effort find new contract likely assume tenured faculty position institution serving campus leader tenure classification guarantee certain job including assurance continued work academic role unless good according elsa higher education institution system texas different employment president texas tech university system school according system chancellor system simultaneously serf campus texas state university president employment chancellor president university texas academic institution serve without fixed according system bill first ut system chancellor system spokeswoman said time offered secure appointment following retirement agreement former state lawmaker served chancellor since contract texas texas tech university university texas system texas state university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,23-May-19,Texas Tribune,0,0,joy,0.019,0.778,0.203,0.9939,0.10648795648795648,0.4152569652569652
